Date,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI
2023-10-15,Seoul,South Korea,77.43,20.42,57.2,17.33,3.15,20.74,-7.53,58.6,19.18,162.32
2023-08-25,Mexico City,Mexico,55.88,16.18,20.99,43.66,8.83,171.0,8.99,78.75,1.35,151.2
2023-12-24,Los Angeles,USA,78.11,26.6,63.68,38.35,4.3,115.77,1.89,62.73,3.09,162.67
2023-09-08,Bangkok,Thailand,148.09,142.07,54.63,37.97,5.51,124.22,-9.6,34.91,13.83,198.81
2023-12-25,New York,USA,57.82,61.53,37.49,29.49,5.3,79.05,39.26,23.27,5.49,152.2
2023-04-18,Rio de Janeiro,Brazil,38.7,177.83,85.32,10.82,2.22,40.78,7.3,41.44,2.42,112.3
2023-07-12,New York,USA,138.01,162.29,73.38,49.32,8.49,167.77,-0.8,47.75,4.13,193.6
2023-09-17,Paris,France,86.04,49.68,27.92,9.8,8.33,181.52,24.46,45.26,2.62,166.77
2023-03-20,Tokyo,Japan,69.91,170.79,74.69,42.42,8.97,50.96,33.35,73.25,11.97,158.44
2023-02-01,Bangkok,Thailand,143.7,163.11,82.98,42.88,2.36,193.1,13.13,39.52,19.07,196.54
2023-11-01,Johannesburg,South Africa,104.46,82.41,53.37,7.72,3.56,133.63,-4.99,55.79,0.63,176.28
2023-08-12,London,UK,22.86,58.26,44.53,8.31,1.02,75.29,-8.75,84.31,7.53,73.63
2023-01-16,Moscow,Russia,51.95,178.93,97.82,37.0,2.6,199.87,-8.02,83.05,10.18,141.51
2023-04-28,New York,USA,97.28,191.38,73.85,35.59,6.01,52.21,-4.07,62.22,4.06,172.57
2023-07-12,Cairo,Egypt,16.4,61.64,16.14,36.61,2.31,194.94,-5.45,67.44,15.74,60.04
2023-06-21,Moscow,Russia,110.8,28.41,42.1,36.51,9.68,77.85,17.69,16.23,16.39,179.55
2023-09-02,Mumbai,India,68.91,20.98,46.55,42.5,8.81,128.06,33.47,69.19,5.59,157.92
2023-07-27,Cairo,Egypt,101.21,65.73,92.12,28.23,0.87,192.18,19.15,75.78,6.68,174.6
2023-02-13,Dubai,UAE,36.24,57.46,21.67,49.47,7.87,159.22,-8.97,59.82,18.5,102.82
2023-09-07,Los Angeles,USA,18.62,154.97,8.23,45.18,1.26,166.02,0.24,29.65,8.05,64.71
2023-10-19,Beijing,China,11.52,166.64,71.55,46.17,8.52,85.33,4.42,60.21,4.95,106.76
2023-06-14,Los Angeles,USA,20.06,17.1,48.19,8.68,4.3,38.99,38.78,82.38,11.85,67.74
2023-04-17,Los Angeles,USA,116.67,104.79,21.55,37.67,3.06,181.46,9.48,25.06,7.37,182.58
2023-04-22,Dubai,UAE,12.1,59.9,55.56,38.15,6.12,112.81,26.22,84.62,19.29,67.2
2023-04-07,Mumbai,India,21.66,142.5,60.19,11.8,2.1,172.24,17.67,90.82,19.15,94.31
2023-06-25,London,UK,128.35,145.42,57.47,6.93,5.49,165.75,25.31,22.69,2.51,188.61
2023-01-16,Seoul,South Korea,76.77,154.58,50.28,13.89,1.98,78.64,9.49,25.42,17.12,161.98
2023-04-24,Los Angeles,USA,44.2,184.42,96.64,3.55,8.48,133.52,34.15,26.8,1.74,122.42
2023-09-09,Bangkok,Thailand,129.54,145.79,77.08,42.98,6.21,185.09,34.97,42.08,9.54,189.23
2023-11-26,Seoul,South Korea,144.52,65.53,27.82,44.11,8.64,196.66,10.53,91.31,6.4,196.96
2023-01-04,Seoul,South Korea,91.85,147.6,33.74,5.89,3.47,177.59,18.48,56.34,15.53,169.77
2023-10-02,Seoul,South Korea,119.04,198.7,81.91,37.81,4.51,198.12,3.58,58.11,0.84,183.81
2023-03-01,Sydney,Australia,118.02,147.09,61.79,45.5,9.6,41.86,12.02,29.26,15.34,183.28
2023-02-24,Dubai,UAE,44.07,151.22,92.93,10.14,8.13,188.96,36.72,86.13,14.52,122.1
2023-09-05,Cairo,Egypt,73.2,70.45,34.72,5.17,6.48,28.19,9.08,61.55,8.6,160.14
2023-08-17,Dubai,UAE,42.44,178.75,79.09,44.09,3.57,102.08,9.48,31.3,13.91,118.09
2023-07-28,Berlin,Germany,83.67,155.83,81.82,42.84,7.2,198.02,33.46,19.46,3.93,165.55
2023-04-24,New York,USA,129.11,36.52,34.7,4.3,7.17,165.41,31.87,76.93,11.34,189.01
2023-02-21,Seoul,South Korea,39.57,170.91,28.34,12.04,4.46,50.94,30.91,94.07,11.83,111.02
2023-01-08,Beijing,China,93.43,19.28,48.08,42.72,4.48,14.95,34.06,89.15,17.3,170.58
2023-07-11,Paris,France,88.38,167.64,66.24,6.72,8.73,124.83,27.4,53.26,7.73,167.98
2023-10-02,Paris,France,73.92,86.95,76.06,16.13,2.38,24.43,33.86,84.97,16.55,160.51
2023-06-10,Mumbai,India,77.87,147.55,89.94,48.73,3.73,148.15,13.93,72.03,16.94,162.55
2023-08-26,Beijing,China,113.72,160.1,30.2,14.61,9.59,63.21,13.9,39.04,19.92,181.06
2023-02-21,Bangkok,Thailand,13.69,48.5,85.73,8.74,0.45,91.07,33.68,85.95,18.21,84.8
2023-04-17,Paris,France,11.64,68.3,96.29,20.58,9.63,56.82,3.96,94.08,14.11,103.2
2023-11-04,Sydney,Australia,22.61,191.24,30.06,41.12,0.77,104.2,4.49,61.25,19.57,118.94
2023-01-07,Moscow,Russia,10.97,160.4,6.22,31.55,8.86,101.31,28.57,26.38,15.62,103.67
2023-07-22,Johannesburg,South Africa,120.58,103.0,61.5,41.43,4.92,119.49,18.82,52.35,7.64,184.6
2023-11-12,Tokyo,Japan,42.33,171.86,89.52,6.38,6.46,176.98,25.13,80.31,17.45,117.82
2023-03-27,Los Angeles,USA,85.11,47.32,19.59,35.41,2.8,61.26,-4.95,89.87,3.07,166.29
2023-11-11,Berlin,Germany,27.33,65.41,58.37,21.45,1.51,179.34,25.23,90.47,0.68,83.03
2023-05-24,Seoul,South Korea,44.75,87.03,30.48,49.52,8.71,38.7,11.85,28.67,9.45,123.78
2023-10-18,Beijing,China,9.03,29.68,20.78,19.39,3.34,138.19,13.18,29.0,6.15,37.95
2023-06-20,Berlin,Germany,92.6,168.95,19.59,41.75,3.88,163.64,34.11,32.63,10.67,170.16
2023-04-17,Sydney,Australia,27.55,98.92,74.84,18.56,8.4,106.79,26.45,93.33,16.1,90.0
2023-10-14,Paris,France,87.52,61.92,66.79,2.25,0.62,28.33,17.4,51.32,7.91,167.53
2023-09-24,Bangkok,Thailand,109.47,52.25,63.4,17.18,2.8,193.73,-3.13,12.35,0.59,178.87
2023-01-03,Cairo,Egypt,67.46,154.57,44.51,37.29,7.93,65.55,-3.64,56.55,4.12,157.18
2023-01-19,Johannesburg,South Africa,43.84,104.45,30.69,48.27,5.62,19.85,18.48,79.74,14.19,121.54
2023-02-14,Johannesburg,South Africa,26.17,125.57,12.9,16.65,3.32,164.04,37.99,90.56,2.23,85.93
2023-04-18,Berlin,Germany,36.97,174.27,92.31,5.83,6.72,53.04,2.67,19.65,18.08,110.54
2023-12-03,Madrid,Spain,52.3,138.32,71.02,21.39,2.73,12.01,21.84,39.59,18.4,142.37
2023-11-24,New York,USA,50.41,170.73,98.35,24.19,0.45,48.01,-4.21,73.82,6.43,137.71
2023-12-17,Paris,France,54.39,138.59,74.8,38.91,0.78,123.5,34.66,63.53,2.38,147.51
2023-09-07,Rio de Janeiro,Brazil,94.02,132.78,71.96,28.23,1.28,36.85,19.12,10.12,11.25,170.89
2023-10-27,Tokyo,Japan,81.62,155.09,15.9,5.69,5.88,141.81,30.86,65.13,17.91,164.49
2023-11-09,Beijing,China,63.75,101.1,7.69,27.15,9.69,90.32,-8.63,23.43,5.48,155.26
2023-07-05,Tokyo,Japan,114.36,144.82,24.25,48.21,2.44,36.27,28.19,13.01,10.37,181.39
2023-12-22,Los Angeles,USA,45.24,196.78,10.1,16.63,8.18,99.64,19.91,85.1,4.6,124.98
2023-02-02,London,UK,47.98,64.91,60.44,21.92,0.67,117.18,-1.39,48.29,17.69,131.73
2023-10-17,London,UK,46.53,27.43,8.33,25.55,1.19,108.59,27.41,44.48,15.91,128.16
2023-01-07,Rio de Janeiro,Brazil,6.04,127.62,21.54,37.49,1.36,99.72,-2.94,97.99,5.1,86.94
2023-12-19,Dubai,UAE,28.74,88.12,74.97,47.16,2.11,135.42,38.86,55.09,8.17,85.99
2023-08-01,Toronto,Canada,127.6,190.37,98.71,48.61,6.12,86.55,29.47,30.32,1.51,188.23
2023-06-06,London,UK,47.65,165.32,98.3,23.85,8.01,111.38,11.51,82.41,3.97,130.92
2023-04-03,Bangkok,Thailand,39.24,33.15,83.24,49.45,8.27,115.12,26.22,89.67,4.6,110.21
2023-12-02,Madrid,Spain,47.96,12.01,71.8,48.54,2.24,99.3,10.47,65.33,16.34,131.68
2023-09-17,Istanbul,Turkey,9.64,90.88,39.53,34.03,5.5,199.09,21.23,82.38,1.3,68.76
2023-11-10,Seoul,South Korea,133.07,175.55,29.82,31.47,1.97,138.26,12.73,53.41,7.95,191.05
2023-12-06,Tokyo,Japan,67.82,149.05,28.32,20.71,0.29,85.05,8.27,18.22,1.21,157.36
2023-08-08,Dubai,UAE,139.07,22.91,76.68,19.65,1.18,37.47,19.54,51.42,2.25,194.15
2023-06-19,New York,USA,114.75,161.7,50.05,14.43,7.46,50.92,14.25,54.82,15.39,181.59
2023-12-28,Madrid,Spain,144.89,119.95,64.0,47.19,2.85,23.43,-2.38,32.78,1.83,197.16
2023-10-13,London,UK,50.9,67.91,58.4,5.53,9.42,165.49,26.01,95.6,4.2,138.92
2023-04-07,Rio de Janeiro,Brazil,15.97,90.92,61.79,37.39,7.85,35.04,9.49,63.18,5.87,84.5
2023-11-11,Mexico City,Mexico,103.31,11.43,29.76,10.3,1.42,44.55,14.68,89.43,12.77,175.69
2023-07-28,Paris,France,105.27,188.63,25.95,5.84,5.27,112.86,5.46,52.15,5.07,176.7
2023-05-27,Moscow,Russia,18.94,30.06,26.2,34.8,7.35,171.35,9.9,15.41,2.43,79.5
2023-11-05,Beijing,China,91.74,26.01,15.82,8.86,3.33,107.98,18.38,53.52,17.88,169.71
2023-11-18,Berlin,Germany,111.16,150.04,32.04,40.43,8.24,37.62,16.2,58.22,15.15,179.74
2023-07-14,Sydney,Australia,65.12,53.04,22.07,21.53,6.66,143.97,-3.15,33.48,2.2,155.97
2023-04-06,Beijing,China,100.29,77.47,69.51,27.12,4.93,160.08,33.88,15.11,11.8,174.13
2023-05-21,Istanbul,Turkey,97.08,140.75,28.96,4.42,9.08,104.18,-2.66,34.12,19.88,172.47
2023-12-03,Seoul,South Korea,83.69,162.83,69.61,19.24,2.6,63.54,-0.01,90.41,13.8,165.56
2023-10-27,Istanbul,Turkey,6.85,73.33,67.62,14.28,7.88,98.27,35.01,23.13,7.52,84.8
2023-12-07,Paris,France,73.45,112.48,45.6,22.49,3.82,109.79,33.08,71.63,15.22,160.27
2023-01-08,Sydney,Australia,57.41,103.91,95.16,35.82,1.55,109.62,-4.52,35.3,8.84,151.99
2023-06-20,Paris,France,71.78,122.81,89.51,9.19,8.25,194.84,37.66,64.41,17.1,159.41
2023-11-04,Tokyo,Japan,60.22,51.49,16.77,29.57,1.98,198.09,15.29,89.79,6.26,153.44
2023-06-09,London,UK,53.02,77.36,73.31,49.1,6.93,18.59,21.77,95.09,11.95,144.14
2023-04-02,Tokyo,Japan,66.42,156.92,50.34,5.86,6.57,60.98,26.67,32.04,5.21,156.64
2023-04-16,Los Angeles,USA,25.78,42.86,29.74,32.14,0.22,143.73,28.14,68.8,13.46,79.77
2023-02-15,Moscow,Russia,31.62,129.25,16.09,4.75,4.19,164.55,26.25,23.15,5.88,92.05
2023-01-15,Dubai,UAE,10.57,127.02,58.03,44.98,9.79,72.89,34.98,44.92,5.7,105.9
2023-12-20,Mumbai,India,93.66,116.41,44.88,38.69,5.91,111.71,28.74,89.82,10.51,170.7
2023-03-13,Berlin,Germany,21.39,185.59,35.88,7.35,7.6,93.26,18.34,68.82,16.7,116.14
2023-11-05,Mumbai,India,39.51,74.69,18.08,2.38,0.72,196.29,34.6,83.8,18.66,110.87
2023-09-26,Mexico City,Mexico,58.52,198.65,60.09,9.93,0.43,48.65,28.54,72.57,5.45,152.56
2023-11-07,Johannesburg,South Africa,67.1,40.19,42.06,42.62,4.04,24.97,-1.96,67.05,9.31,156.99
2023-11-19,Dubai,UAE,120.05,172.65,81.13,14.09,0.29,56.92,0.62,31.81,1.79,184.33
2023-02-12,Rio de Janeiro,Brazil,135.17,131.37,52.75,21.7,7.47,197.86,12.49,87.55,12.46,192.14
2023-01-10,London,UK,118.48,81.35,32.54,20.35,4.26,116.07,-2.01,64.02,15.67,183.52
2023-01-15,Istanbul,Turkey,61.75,29.77,71.62,18.29,5.1,70.36,-2.43,49.08,19.01,154.23
2023-11-28,Los Angeles,USA,149.78,131.21,96.42,40.1,2.49,164.08,-5.71,36.39,13.73,199.68
2023-07-27,Cairo,Egypt,92.25,34.46,12.64,27.8,1.6,174.05,-1.61,66.94,0.75,169.98
2023-10-25,Berlin,Germany,84.31,27.13,81.3,28.83,9.69,86.31,-1.56,51.85,16.22,165.88
2023-01-27,Berlin,Germany,102.92,119.28,29.7,33.44,7.51,47.35,22.27,44.03,8.57,175.48
2023-02-20,Berlin,Germany,97.67,10.19,89.37,8.15,3.31,70.57,5.42,75.38,1.21,172.77
2023-01-23,Mexico City,Mexico,104.99,64.06,6.56,14.42,1.24,137.67,30.29,54.38,10.67,176.55
2023-02-14,Beijing,China,13.87,34.68,58.46,3.87,3.42,117.7,2.15,29.78,19.34,55.75
2023-03-25,Madrid,Spain,56.53,64.7,94.38,28.45,6.32,164.61,4.21,65.32,3.53,151.53
2023-04-18,Paris,France,107.67,123.42,14.63,29.61,1.1,155.47,28.89,46.37,19.59,177.94
2023-08-15,Johannesburg,South Africa,52.42,143.83,98.08,48.33,8.56,22.38,10.16,19.62,14.26,142.66
2023-07-08,Dubai,UAE,73.16,22.17,75.06,12.3,2.09,161.36,17.35,87.98,4.69,160.12
2023-10-02,Dubai,UAE,114.35,54.59,75.76,38.79,9.98,124.57,26.91,41.43,13.73,181.39
2023-04-11,Bangkok,Thailand,28.21,110.2,47.09,23.38,2.25,75.04,-6.17,36.8,16.94,84.88
2023-09-22,Bangkok,Thailand,80.99,160.21,64.5,18.66,9.95,114.1,-2.01,84.0,6.33,164.16
2023-01-12,Los Angeles,USA,76.83,128.81,23.0,11.55,0.95,29.73,-2.18,32.48,17.9,162.01
2023-06-02,Tokyo,Japan,104.22,144.48,70.84,31.7,9.47,88.39,3.2,98.9,10.33,176.16
2023-08-02,Bangkok,Thailand,96.97,97.94,17.25,34.74,7.02,48.57,14.75,27.81,19.21,172.41
2023-06-06,Los Angeles,USA,17.09,125.78,98.93,8.63,3.2,193.3,-8.53,85.98,2.37,98.86
2023-03-14,Tokyo,Japan,132.22,75.51,90.54,47.8,4.53,184.37,17.63,34.94,5.43,190.61
2023-11-09,New York,USA,67.15,14.45,40.62,36.1,8.82,112.56,21.64,96.75,11.68,157.02
2023-11-17,Berlin,Germany,50.75,25.26,91.89,32.97,3.44,155.0,-6.1,73.78,10.85,138.55
2023-07-22,New York,USA,114.55,157.53,76.11,18.62,1.25,152.4,-9.15,36.43,12.93,181.49
2023-09-18,Berlin,Germany,27.94,79.63,81.02,18.5,1.87,96.93,-1.93,88.73,11.98,84.31
2023-06-07,Seoul,South Korea,33.06,29.15,83.89,34.87,6.9,37.59,32.08,33.37,4.42,95.08
2023-02-16,Istanbul,Turkey,133.22,130.33,93.72,21.34,5.29,134.07,2.62,57.07,2.19,191.13
2023-06-22,London,UK,134.95,60.91,50.55,18.42,1.47,20.3,36.94,20.0,4.64,192.02
2023-04-05,Paris,France,37.74,75.27,45.87,30.04,6.38,89.9,21.78,24.49,16.8,106.52
2023-04-26,Istanbul,Turkey,56.99,70.01,89.26,30.72,3.68,158.88,31.97,14.23,15.46,151.77
2023-10-15,Beijing,China,116.2,128.35,65.68,11.06,7.72,187.43,-2.21,25.59,5.54,182.34
2023-06-09,Tokyo,Japan,121.13,16.67,20.89,24.13,9.67,10.45,29.2,95.45,19.51,184.89
2023-12-10,Mumbai,India,127.53,21.99,62.12,12.11,4.27,20.23,-1.89,58.38,8.06,188.19
2023-05-14,New York,USA,104.6,151.0,49.75,25.44,4.58,192.42,23.1,41.57,3.58,176.35
2023-04-06,Istanbul,Turkey,70.27,28.55,40.03,44.63,2.69,112.58,29.2,73.68,1.48,158.63
2023-10-26,Paris,France,60.89,159.67,57.01,13.09,9.55,142.98,10.28,52.75,5.59,153.78
2023-02-16,Moscow,Russia,132.78,97.03,10.57,37.81,1.73,18.88,8.88,96.55,13.4,190.9
2023-09-06,Bangkok,Thailand,68.47,87.82,81.01,32.72,5.89,83.14,13.06,25.85,13.21,157.7
2023-02-19,Bangkok,Thailand,32.37,130.17,61.01,26.02,7.26,172.02,27.44,22.93,14.96,93.63
2023-02-21,Tokyo,Japan,50.18,146.91,84.12,22.74,8.72,126.2,34.88,91.45,1.73,137.15
2023-12-15,Moscow,Russia,67.31,34.01,82.89,23.17,4.27,162.3,-4.37,31.37,10.08,157.1
2023-11-23,Berlin,Germany,114.84,159.58,46.83,1.98,0.42,194.14,18.24,62.89,5.21,181.64
2023-01-03,New York,USA,95.32,185.59,28.3,46.29,1.56,23.98,27.01,32.09,19.68,171.56
2023-06-13,Madrid,Spain,66.33,119.26,37.26,41.48,0.7,80.27,9.61,54.08,2.25,156.59
2023-11-05,Mexico City,Mexico,126.84,180.58,19.82,42.87,0.93,141.98,18.0,78.47,9.3,187.84
2023-06-27,Rio de Janeiro,Brazil,80.61,121.54,35.77,21.0,4.35,147.4,33.48,78.46,16.98,163.97
2023-03-06,Mumbai,India,107.62,52.09,80.59,8.1,6.83,88.37,37.89,71.87,4.73,177.91
2023-09-12,Johannesburg,South Africa,132.38,68.86,10.84,23.36,6.46,103.19,13.45,39.85,3.43,190.7
2023-11-08,Sydney,Australia,86.18,147.1,28.42,25.29,0.29,120.72,29.67,63.85,19.2,166.84
2023-07-18,London,UK,142.94,52.48,54.34,47.23,4.21,119.72,-7.44,20.02,1.68,196.15
2023-04-12,Bangkok,Thailand,9.56,199.89,18.25,22.45,5.99,43.66,-2.63,40.15,4.31,123.22
2023-03-03,Paris,France,8.49,135.54,15.17,24.07,6.61,70.32,7.1,30.27,13.89,90.86
2023-11-02,Seoul,South Korea,116.87,179.73,73.44,4.03,4.99,188.55,10.17,29.94,0.82,182.69
2023-07-21,Beijing,China,136.01,151.07,36.61,24.66,0.56,155.69,20.15,99.48,9.67,192.57
2023-05-27,Berlin,Germany,22.56,15.15,7.44,47.93,5.06,122.45,7.02,28.29,10.16,73.0
2023-06-26,Cairo,Egypt,33.15,82.97,99.29,6.68,7.64,153.32,3.81,56.17,19.25,99.24
2023-01-26,Mumbai,India,84.82,120.15,63.32,15.29,0.88,93.93,22.14,43.63,7.08,166.14
2023-08-16,London,UK,37.93,74.36,23.85,28.71,9.2,131.31,10.75,75.12,11.74,106.98
2023-02-28,Beijing,China,71.58,15.12,40.39,5.92,3.41,24.12,22.74,38.66,9.35,159.3
2023-01-19,Mumbai,India,143.0,178.39,82.64,35.52,1.21,115.56,6.86,51.27,9.18,196.18
2023-08-24,Madrid,Spain,117.23,100.87,28.67,5.18,4.25,191.44,21.79,64.5,12.95,182.87
2023-11-19,Rio de Janeiro,Brazil,77.46,63.91,56.23,13.91,0.88,188.82,29.13,65.9,5.09,162.34
2023-07-13,Tokyo,Japan,75.78,26.27,57.68,24.19,4.48,198.74,4.2,51.96,14.71,161.47
2023-11-02,Johannesburg,South Africa,6.17,82.44,9.47,15.02,6.13,100.01,-9.3,36.42,11.4,67.3
2023-10-17,Moscow,Russia,101.2,150.32,62.14,46.85,4.6,26.1,9.33,12.25,2.1,174.6
2023-01-16,Seoul,South Korea,79.83,96.07,45.15,3.8,6.06,53.95,39.68,78.27,11.92,163.56
2023-04-20,Rio de Janeiro,Brazil,20.43,189.37,25.61,23.41,5.6,23.92,5.8,32.36,12.91,118.01
2023-01-11,Toronto,Canada,135.72,70.38,50.22,40.05,9.6,187.24,16.31,66.88,1.73,192.42
2023-02-26,Berlin,Germany,26.63,15.78,44.22,7.76,1.17,84.83,36.13,66.09,16.77,81.56
2023-04-05,Paris,France,122.17,22.33,92.84,15.37,6.25,91.11,23.38,46.48,7.14,185.42
2023-11-26,Toronto,Canada,37.33,149.97,54.83,21.53,2.4,149.46,36.32,45.1,10.23,105.51
2023-06-08,Istanbul,Turkey,46.83,128.67,84.65,27.99,7.72,173.64,32.78,34.24,4.88,128.9
2023-01-14,Johannesburg,South Africa,56.6,21.73,39.94,37.37,8.53,103.96,8.45,71.04,4.84,151.57
2023-05-15,Paris,France,70.66,34.57,63.52,45.12,4.56,189.39,34.45,56.12,18.42,158.83
2023-02-02,Sydney,Australia,103.93,176.58,89.46,25.3,5.41,51.12,-0.88,40.34,19.9,176.01
2023-08-18,Johannesburg,South Africa,89.86,37.91,82.54,46.68,8.74,131.3,2.36,85.65,8.7,168.74
2023-09-13,Dubai,UAE,89.88,79.37,90.12,49.57,0.24,172.14,16.3,28.58,3.79,168.75
2023-04-24,Seoul,South Korea,102.2,182.26,24.42,41.8,9.13,149.08,-8.65,28.57,9.25,175.11
2023-11-02,Berlin,Germany,87.33,186.95,5.26,12.98,4.48,75.76,17.93,37.55,9.89,167.43
2023-06-20,Tokyo,Japan,28.13,80.09,42.18,26.5,8.38,143.69,19.41,44.7,3.57,89.8
2023-07-22,Johannesburg,South Africa,50.5,134.04,51.69,30.6,7.04,93.15,8.25,38.66,1.18,137.93
2023-10-05,Paris,France,42.43,10.03,94.55,17.09,8.96,87.24,21.55,43.64,14.22,118.06
2023-01-11,Johannesburg,South Africa,42.04,82.71,9.17,7.94,6.09,59.05,5.37,77.6,9.58,117.1
2023-10-03,New York,USA,132.15,25.04,38.92,1.33,1.92,94.85,4.31,61.65,17.53,190.58
2023-10-27,Cairo,Egypt,46.02,197.27,13.04,34.29,2.09,172.99,38.24,49.71,9.98,126.9
2023-04-05,Madrid,Spain,36.3,170.4,15.77,24.49,1.91,60.64,29.03,60.68,13.2,108.62
2023-08-01,Moscow,Russia,113.62,31.98,89.13,25.09,0.51,175.27,34.79,22.83,16.63,181.01
2023-01-17,New York,USA,119.43,19.44,10.9,15.7,4.67,76.52,-1.81,53.64,15.63,184.01
2023-09-10,Moscow,Russia,80.22,143.91,49.0,9.31,5.68,75.24,38.06,53.57,11.2,163.76
2023-11-27,London,UK,77.69,80.53,95.32,47.89,4.73,125.78,4.26,13.17,4.77,162.46
2023-05-21,Sydney,Australia,77.64,36.03,46.45,16.34,8.89,136.74,31.62,65.67,3.76,162.43
2023-04-19,Toronto,Canada,125.8,51.07,89.86,38.82,1.43,132.94,1.85,90.14,13.11,187.3
2023-09-26,Seoul,South Korea,44.89,18.72,47.86,38.0,9.41,12.96,11.8,23.95,18.92,124.12
2023-01-26,Mexico City,Mexico,92.82,80.86,64.78,37.23,1.18,183.06,38.61,15.12,7.25,170.27
2023-05-18,Sydney,Australia,109.44,103.44,52.46,13.6,4.01,51.11,29.1,14.89,3.89,178.85
2023-12-22,Johannesburg,South Africa,122.77,78.99,23.0,39.57,9.16,136.31,0.32,26.03,11.0,185.73
2023-08-23,Bangkok,Thailand,86.28,144.85,14.07,46.83,3.71,154.51,24.58,24.94,3.35,166.89
2023-07-13,Madrid,Spain,8.12,153.06,38.59,49.13,2.74,27.24,7.49,90.11,4.79,99.53
2023-10-11,Johannesburg,South Africa,137.83,117.16,50.89,42.03,2.17,165.69,-1.1,66.86,8.44,193.51
2023-06-22,Madrid,Spain,48.51,88.33,38.92,4.27,0.65,29.67,35.87,66.79,10.94,133.03
2023-09-16,Tokyo,Japan,104.42,64.7,85.18,20.99,8.48,118.75,-1.02,62.2,8.91,176.26
2023-09-08,Cairo,Egypt,22.7,137.52,52.74,17.98,0.35,175.76,-5.76,82.96,7.87,91.84
2023-06-14,Moscow,Russia,77.32,93.27,61.1,33.89,3.05,72.16,-9.28,50.77,16.05,162.27
2023-05-10,New York,USA,144.4,168.9,65.81,28.01,2.43,146.86,19.15,92.57,3.84,196.9
2023-05-10,Berlin,Germany,18.79,174.82,45.86,44.17,3.36,16.14,36.9,55.79,7.47,110.81
2023-03-06,Tokyo,Japan,132.81,27.49,49.59,47.89,8.11,140.67,-0.87,98.4,18.21,190.92
2023-03-11,Rio de Janeiro,Brazil,38.26,126.97,95.1,18.64,6.2,191.45,29.68,62.32,10.53,107.8
2023-03-25,Beijing,China,66.65,175.61,43.64,27.11,6.69,127.75,29.86,34.19,4.9,156.76
2023-06-02,New York,USA,49.3,163.75,49.42,19.18,9.62,168.73,25.53,29.66,13.8,134.98
2023-10-05,Berlin,Germany,123.83,18.23,6.86,18.54,6.35,101.59,18.83,97.14,13.16,186.28
2023-10-12,Berlin,Germany,7.48,176.45,98.25,2.09,7.33,159.92,-6.01,83.56,12.76,111.62
2023-05-04,Tokyo,Japan,65.61,99.72,46.86,30.81,8.39,118.41,11.53,92.24,5.07,156.22
2023-01-28,Paris,France,112.17,107.82,50.15,24.3,5.14,132.45,39.16,80.18,17.28,180.26
2023-05-24,Mumbai,India,115.08,100.82,68.14,19.7,2.75,91.95,36.85,38.7,18.32,181.76
2023-07-21,Sydney,Australia,92.92,111.73,26.17,14.23,0.14,197.65,21.12,11.26,8.21,170.32
2023-02-20,Tokyo,Japan,90.3,170.54,7.76,25.18,3.55,110.03,5.34,19.13,12.49,168.97
2023-07-13,Paris,France,38.37,110.04,63.05,3.05,6.48,89.23,-8.07,75.61,17.72,108.07
2023-01-03,New York,USA,63.25,66.3,44.14,26.72,1.74,188.28,17.64,18.38,11.28,155.0
2023-07-22,Mexico City,Mexico,97.57,198.21,68.57,34.16,3.27,105.91,-6.79,14.96,9.9,172.72
2023-04-08,Moscow,Russia,14.62,88.95,70.58,20.78,7.93,42.04,21.11,82.32,10.77,85.3
2023-05-26,Paris,France,13.62,166.2,12.21,49.64,6.62,192.98,5.32,42.51,6.3,106.54
2023-02-26,Los Angeles,USA,26.89,104.13,99.18,21.73,5.73,24.84,1.23,72.33,16.67,99.13
2023-11-19,Moscow,Russia,70.37,134.76,57.02,47.59,8.25,152.98,-3.42,97.56,16.32,158.68
2023-07-18,Seoul,South Korea,52.55,81.46,79.87,43.71,7.08,146.0,3.26,93.85,8.61,142.98
2023-02-08,Madrid,Spain,11.24,144.3,30.54,28.62,7.32,11.85,15.63,81.59,16.39,95.2
2023-04-17,Rio de Janeiro,Brazil,98.84,185.1,97.21,19.32,2.33,104.21,21.27,96.49,8.58,173.38
2023-06-25,Los Angeles,USA,72.13,155.64,39.67,41.63,4.65,123.62,30.38,96.55,14.72,159.59
2023-09-09,Sydney,Australia,77.95,124.0,51.87,3.07,7.4,187.58,-8.2,60.1,13.96,162.59
2023-11-25,Moscow,Russia,106.5,189.85,90.73,10.29,5.89,39.66,5.86,23.72,13.38,177.33
2023-04-05,New York,USA,13.19,198.02,40.88,22.55,7.01,128.05,25.35,95.27,4.67,122.29
2023-08-07,Mumbai,India,66.4,196.15,40.88,34.29,7.23,115.69,7.4,95.15,6.66,156.63
2023-02-26,Paris,France,126.19,96.58,23.8,7.47,3.11,180.18,16.81,46.1,12.02,187.5
2023-07-26,Toronto,Canada,19.73,181.74,15.41,28.54,2.27,24.85,13.75,55.62,14.69,114.23
2023-05-06,Johannesburg,South Africa,36.15,18.63,92.4,49.86,4.39,165.82,-8.86,88.54,18.15,102.6
2023-10-28,Sydney,Australia,108.97,116.63,26.76,24.61,4.68,86.69,21.85,80.63,5.19,178.61
